dataset_id,handle,siteid,sitename,long,lat,altitude,depositionalenvironment,region,country,harmonisation_region,n_sample_counts,age_min,age_max,n_chron_control,age_type,curve_name,postbomb_curve_name,end_of_interest_period,source_of_data,data_publicity,doi
1001,HAIL,970,Hail Lake,-129.01667,60.03333,NA,Glacial Origin Lake,North America,Canada,North America,77,74,11733,8,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n31d9w
1003,HANGING,972,Hanging Lake,-138.38333,68.38333,NA,Lacustrine,North America,Canada,North America,79,0,19508,22,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n35s6s
1006,HARDING,975,Harding Lake,-146.9075,64.44444,NA,Lacustrine,North America,United States,North America,25,36,16266,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3hf05
1008,HARRIE,977,Harrie Lake,-66.95,52.93333,NA,Glacial Scour Lake,North America,Canada,North America,31,-4,7052,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n37x41
1033,HEN,1000,Tourbière de Lanoraie HENRI,-73.3,45.98889,NA,Bog,North America,Canada,North America,26,267,7175,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3j71s
10967,NESRS,6505,Northeast Shark River Slough,-80.58386,25.74642,NA,Marsh,North America,United States,North America,18,68,3815,8,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/je2r-dk10
1104,HIDDEN,1071,Hidden Lake,-150.32555,60.46562,NA,Glacial Scour Lake,North America,United States,North America,29,42,16278.5,6,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3c717
1105,HIGHLAKE,1072,High Lake,-76.6,44.51667,NA,Glacial Origin Lake,North America,Canada,North America,191,0,10984.5,8,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n37d9r
1107,HONEYMOO,1074,Honeymoon Pond,-138.4,64.63333,NA,Glacial Origin Lake,North America,Canada,North America,69,313,10586,15,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n33q7v
1135,HUMBER3,1102,Humber Pond 3,-79.48,43.64,NA,Fluvial Origin Lake,North America,Canada,North America,5,221.5,4429.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3562d
1138,HUSTLER,1105,Hustler Lake,-92.16932,48.21758,NA,Glacial Origin Lake,North America,United States,North America,16,-36,119,33,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3c149
1148,INDIANPF,1114,Indian Prairie Fen,-122.575,44.63333,NA,Fen,North America,United States,North America,49,372,14803.5,7,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n36b0b
1152,IRONBOG,1118,Keystone Iron Fen,-107.03333,38.865,NA,Fen,North America,United States,North America,30,-4,9095.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/n3704q
1154,ITAPEVA,1120,Morro de Itapeva,-45.53333,-22.78333,NA,Bog,Latin America,Brazil,Latin America,21,-44,9602,6,Radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/n3jm87
1155,IVAN3,1121,Ivanovskoye Peat Bog,38.76667,56.81667,NA,Palustrine,Asia,Russia,Asia,25,833.5,8786,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3dt69
1160,JACKSON,1125,Jackson Pond,-85.7263,37.43148,NA,Solution Origin Lake,North America,United States,North America,48,-31,19826,7,Radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/n3634f
12,AGE,12,Ageröds Mosse,13.41701,55.92856,NA,Raised Bog,Europe,Sweden,Europe,134,-11,9075,22,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/znex-sp94
1255,JEWELL,1220,Jewell Site,-93.7,42.26,NA,Mire,North America,United States,North America,38,7186,11426.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3h72v
13047,IRWINSMT,8559,Irwin Smith Bog,-83.64,45.018,NA,Bog,North America,United States,North America,173,-3,7449,23,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/anc4-fp20
13053,SANNICOL,8562,Hoya San Nicolás,-101.261,20.383,NA,Explosion Crater Lake,Latin America,Mexico,Latin America,50,127,9395.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/zvn7-m788
13055,RINCON01,8563,Hoya Rincon de Parangueo,-101.256,20.4257,NA,Explosion Crater Lake,Latin America,Mexico,Latin America,61,321.5,9636,8,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/7436-ph05
13097,GLIMML1,8586,Glimmerglass Lake,-89.32331,46.21253,NA,Glacial Origin Lake,North America,United States,North America,35,45,11323,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/7dx1-dt81
14104,BREWCRK1,9588,Brewster Creek,-88.24843,41.97869,NA,Fen,North America,United States,North America,96,10485,16476.5,20,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qaht-6745
14110,KELLYSLO,9591,Kelly's Lough,-6.42829,52.95764,NA,Cirque Lake,Europe,Ireland,Europe,98,-16,11007,15,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/x34r-6x54
14125,MONGANBO,9601,Mongan Bog,-7.98346,53.32469,NA,Raised Bog,Europe,Ireland,Europe,37,991.5,4428,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/y28m-nq05
14276,BALLYDUF,9691,Ballyduff,-8.0026,53.07696,NA,Raised Bog,Europe,Ireland,Europe,149,-53,4671.5,40,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gvk8-r723
14289,LOUGHCAM,9698,Lough Camclaun,-10.16866,52.19109,NA,Cirque Lake,Europe,Ireland,Europe,58,-40,10781.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/yczc-8b58
1432,KAIYAK,1396,Kaiyak Lake,-161.41667,68.15,NA,Glacial Origin Lake,North America,United States,North America,16,129,16960,7,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n38q7d
1434,KALSA,1398,Kalsa Mire,27.41146,58.19142,NA,Mire,Europe,Estonia,Europe,68,24,8607,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3173w
1435,KAMEN,1399,Kameničky,15.96947,49.72562,NA,Soligenous Mire,Europe,Czech Republic,Europe,29,122.5,13378.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n39h00
1438,KANSJON,1401,Kansjön,14.53458,57.64055,NA,Glacial Scour Lake,Europe,Sweden,Europe,45,181,14776.5,13,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3h737
1439,KARASYE,1402,Karasye Lake,70.22,53.03,NA,Tectonic Origin Lake,Asia,Kazakhstan,Asia,38,-22,6193.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3cj0z
1445,KEELE,1408,Keele Lake,-127.61667,64.16667,NA,Moraine Dammed Lake,North America,Canada,North America,48,-1,12466.5,7,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3106m
14498,DOGLKBC,9798,Dog Lake,-115.93464,50.77669,NA,Moraine Dammed Lake,North America,Canada,North America,121,19,10134.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/w0ab-4w11
14521,LOUGHAIS,9816,Lough Aisling,-9.58973,53.91837,NA,Natural Lake,Europe,Ireland,Europe,54,3971.5,16328,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gxdp-2n47
14523,LOUGHANA,9817,Lough Anaffrin,-9.72556,53.9498,NA,Cirque Lake,Europe,Ireland,Europe,29,14,13853,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/e93w-j223
14527,LOUGHCOR,9819,Lough Corslieve,-9.6408,54.04916,NA,Cirque Lake,Europe,Ireland,Europe,32,1360,11602,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/kkn8-9202
14529,BLACKLOU,9820,Black Lough,-7.82827,53.16985,NA,Natural Lake,Europe,Ireland,Europe,49,5542,9325.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/p4mc-9f34
14549,LOWDER,9830,Lowder Creek Bog,-112.79315,37.6709,NA,Fen,North America,United States,North America,35,-42,15688.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/2q3p-8t07
14554,BRAKLOOW,9833,Brackloon Wood,-9.56892,53.75191,NA,Marsh,Europe,Ireland,Europe,26,-66,5875,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ka3z-1h69
14556,SHEHEREE,9834,Sheheree Bog,-9.48283,52.03879,NA,Bog,Europe,Ireland,Europe,156,-40,9925,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ps1x-es22
14560,PEDRIDO,9836,Pedrido,-7.06979,43.44357,NA,Raised Bog,Europe,Spain,Europe,71,-53,5030,31,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/fd56-pw63
14614,BATESON,9862,Bates Marsh,-81.85132,42.3371,NA,Marsh,North America,Canada,North America,35,27,4818.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/a7se-2c50
14624,BIGREED,9866,Big Reed Pond Hollow,-69.05276,46.34983,NA,Small Hollow Fen,North America,United States,North America,30,95,6467.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/dpjk-nw36
14629,DUKES,9868,Dukes Tarn,168.49224,-44.96474,NA,Cirque Lake,Oceania,New Zealand,Oceania,46,60.5,782,10,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/zjqh-j697
14648,TIANCHI,9877,Tianchi Lake,106.30719,35.26406,NA,Tectonic Origin Lake,Asia,China,Asia,52,425.5,5862,19,Calibrated radiocarbon years BP,mixed_curve20,nh_zone_2,20000,Neotoma,open,10.21233/e4z3-5t61
14650,SANLUIS,9878,San Luis Lake,-105.73723,37.6658,NA,Fluvial Origin Lake,North America,United States,North America,18,-37,1150.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/rg17-hr80
14674,BLKWOODS,9889,Blackwoods Hollow,-68.22387,44.31302,NA,Small Hollow,North America,United States,North America,49,958,11477,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/65ar-gd68
14676,BUCKLEY,9890,Buckley Pond Hollow,-69.05036,46.33414,NA,Small Hollow,North America,United States,North America,40,207.5,9752,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/te1p-he56
14678,HAUTNOR,9891,Isle au Haut North Hollow,-68.6354,44.0651,NA,Small Hollow,North America,NA,North America,46,242.5,4338,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8bnm-7r08
14680,HAUTSOU,9892,Isle au Haut South Hollow,-68.63103,44.03019,NA,Small Hollow,North America,NA,North America,33,-32,5113,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6ans-w752
14682,ROQUEIS,9893,Roque Island Hollow,-67.53483,44.57087,NA,Small Hollow,North America,NA,North America,22,88,9497,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6hga-6436
14792,YAHOO,9942,Yahoo Lake,-124.02015,47.6757,NA,Cirque Lake,North America,United States,North America,48,30,13502,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/yzwy-0p89
14803,BURNTKNB,9947,Burnt Knob Lake,-114.98364,45.70637,NA,Cirque Lake,North America,United States,North America,35,-35,14451,15,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ve01-y167
14884,BAKER,9974,Baker Lake,-114.26438,45.8906,NA,Cirque Lake,North America,United States,North America,40,-38,13671,15,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gpa8-an56
14897,BONATOAB,9979,Bonatoa Bog,178.53333,-18.06667,NA,Mire,Oceania,Fiji,Oceania,12,-34,4960,5,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/wrb3-qd23
14911,HOODOO,9985,Hoodoo Lake,-114.65296,46.3185,NA,Fluvial Origin Lake,North America,United States,North America,52,-42,10217,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/5drb-1282
14921,BRASS,9988,Brass Tarn,145.04318,-5.78747,NA,Cirque Lake,Oceania,Papua New Guinea,Oceania,48,-19.5,12343.5,6,Calibrated radiocarbon years BP,mixed_curve20,sh_zone_3,20000,Neotoma,open,10.21233/m8m6-rn46
14923,PINTLER,9989,Pintler Lake,-113.44306,45.83801,NA,Moraine Dammed Lake,North America,United States,North America,32,-6,13925.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/av5q-6587
14933,NELSONMI,9993,Nelson Lake,-85.38433,46.2267,NA,Glacial Origin Lake,North America,United States,North America,28,-46,7685,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/arn2-5250
14944,FRACAS,9997,Fracas Lake,-112.23885,36.63046,NA,Solution Origin Lake,North America,United States,North America,28,52,13367,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/ym56-bk43
14951,BEARAZ,10000,Bear Lake,-112.14744,36.3709,NA,Solution Origin Lake,North America,United States,North America,45,141,13423,6,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/636g-9n86
15032,MUDLKMI,10034,Mud Lake (Ho),-88.32806,47.12324,NA,Glacial Scour Lake,North America,United States,North America,57,-49,9704,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gw2b-x179
15061,CONDOR,10049,Laguna del Cóndor,-71.29522,-42.35994,NA,Moraine Dammed Lake,Latin America,Argentina,Latin America,69,40,10057,8,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/8d1p-vk58
15081,JACKSN07,1125,Jackson Pond,-85.7263,37.43148,NA,Solution Origin Lake,North America,United States,North America,24,1039.5,19775,12,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/hdeg-rn31
15088,ANDERS07,203,Anderson Pond,-85.50396,36.02755,NA,Solution Origin Lake,North America,United States,North America,50,-73,19920.5,13,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/mce3-kp31
15099,IZTAPA,10058,Iztapa,-90.65974,13.95191,NA,Mangrove Swamp,Latin America,Guatemala,Latin America,22,1333,2869.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/gb30-9e28
15103,HUALAHUE,10060,Lago Huala Hué,-71.51314,-41.5129,NA,Glacial Origin Lake,Latin America,Argentina,Latin America,49,182,12745,9,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/wn4z-7521
15130,THEOBALD,10071,Lago Theobald,-71.56608,-43.44371,NA,Glacial Scour Lake,Latin America,Argentina,Latin America,60,-45,12301.5,12,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/7bsm-hd67
15132,TREBOL,10072,Laguna el Trébol,-71.49835,-41.07352,NA,Glacial Origin Lake,Latin America,Argentina,Latin America,61,161,15850.5,16,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/0kpg-kx30
15142,MKPEACEA,10076,Makepeace Cedar Swamp,-70.77813,41.92418,NA,Swamp,North America,United States,North America,39,84,14090.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/fhxr-x596
15157,CODE,10083,Code Lake,-151.86125,67.15731,NA,Glacial Origin Lake,North America,United States,North America,25,-21,7375.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/htpm-ac79
1516,KHOMUST,1479,Khomustakh Lake,121.62,63.82,NA,Thermokarst Lake,Asia,Russia,Asia,68,442,13317,10,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3jq88
15191,PAW2,10103,Fort Bragg (core PAW2),-79.09388,35.17121,NA,Palustrine,North America,United States,North America,21,-50,11071.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/5aes-5y61
15197,POMPAL,10105,Laguna Pompal,-94.95631,18.37545,NA,Natural Lake (Origin Unknown),Latin America,Mexico,Latin America,30,-39,4778.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/z377-nz81
1520,KIRCHNR1,1483,Kirchner Marsh,-93.1249,44.7693,NA,Marsh,North America,United States,North America,95,171,13255,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n39b21
15201,LOSTPARK,10107,Lost Park,-105.5577,39.2855,NA,Fen,North America,United States,North America,41,7,13738,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/3pkd-8685
15214,BIGLAKE,10114,Big Lake,-121.47227,51.66122,NA,Glacial Origin Lake,North America,Canada,North America,29,32,10700.5,21,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/w5rw-qd24
1522,KIRIKU,1484,Kirikumae,27.25128,57.68291,NA,Glacial Origin Lake,Europe,Estonia,Europe,77,1113,12328,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n31t78
1523,KIRK,1485,Kirk Lake,-121.61667,48.23333,NA,Fen,North America,United States,North America,81,-19,17127.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3b07s
15242,COWLES,10128,Cowles Bog,-87.097,41.634,NA,Bog,North America,United States,North America,21,82,7153,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/m16f-gh96
15244,PINHOOK,10129,Pinhook Bog,-86.85559,41.61117,NA,Bog,North America,United States,North America,32,-13,14000.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xyf7-9v15
15259,HARBERT,10136,Harberton,-67.29727,-54.87129,NA,Raised Bog,Latin America,Argentina,Latin America,78,-34,9837,30,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/6j8r-1g90
15270,MNHBLS,10142,LaSalle Lake,-95.17427,47.32817,NA,Glacial Meltwater Channel Lake,North America,United States,North America,31,-14,223,31,Varve years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/pkjf-ph50
15290,JACKSONB,10154,Jacksons Bog,149.1344,-37.11848,NA,Valley Mire,Oceania,Australia,Oceania,14,-28,2416,5,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/j8q3-sm07
15292,BYRONMRL,10155,Byron-Bergen Swamp (Site 2),-78.05134,43.08732,NA,Fen,North America,United States,North America,26,-15,12812.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/3p7k-v248
15306,RIORUBEN,10161,Rio Rubens Bog,-71.88616,-52.03906,NA,Bog,Latin America,Chile,Latin America,80,630,12213,9,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/63x2-2k06
15325,BLACKGUM,10172,Black Gum Swamp,-72.1862,42.536,NA,Swamp,North America,United States,North America,47,12,14247,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/rb6f-1g25
15331,POLLUX,10175,Mallin Pollux,-71.84655,-45.69413,NA,Fen,Latin America,Chile,Latin America,45,11,14626,20,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/haqy-4x05
15350,BALSAM,10186,Balsam Lake,-74.60706,42.02536,NA,Glacial Scour Lake,North America,United States,North America,77,-28,15374,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/kph1-ps34
15356,STEWARTB,10191,Stewart Bog,-105.722,35.832,NA,Bog,North America,United States,North America,163,-43,13675,13,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/41a2-9620
15366,CHOCHOS,10194,Laguna de Chochos,-77.47606,-7.63643,3368,Moraine Dammed Lake,Latin America,Peru,Latin America,55,666.5,15284,10,Calibrated radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/nn1h-xp19
15385,FLYBASIN,10204,Flycatcher Basin,-121.573,41.015,NA,Landslide Origin Lake,North America,United States,North America,26,64,3581.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/wy8b-3e83
15392,FOGLAKE,10206,Fog Lake,-63.25413,67.18071,NA,Glacial Origin Lake,North America,Canada,North America,18,168,19803,16,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/bqja-m092
1541,KOLLIOKS,1503,Kollioksak,-156.45,66.96667,NA,Moraine Dammed Lake,North America,United States,North America,45,1790,16974.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3805d
15413,PARADOX,10214,Paradox Lake,-150.76444,60.62067,NA,Glacial Meltwater Channel Lake,North America,United States,North America,45,427,10916.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8q9d-e745
15420,PYRAMDBC,10218,Pyramid Lake,-129.83681,58.89001,NA,Cirque Lake,North America,Canada,North America,17,212.5,5991.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/1ca9-2k79
15462,BASSNFLD,10227,Bass Pond,-57.37679,50.71361,NA,Solution Origin Lake,North America,NA,North America,32,13.5,9022,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/tadv-5c57
15586,MCCALL,10279,McCall Fen,-116.0839,44.8993,NA,Fen,North America,United States,North America,32,5,14967,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/108x-ge80
15591,SKUNKCAB,10282,Skunk Cabbage Meadow,-116.66834,33.77241,NA,Marsh,North America,United States,North America,8,3461,6931.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/az3k-5181
15597,ALBANYON,10286,Albany River Bog,-83.65,51.42,NA,Bog,North America,Canada,North America,19,314,5944.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jhh6-7q75
15624,HOSOIKE,10297,Hosoike Moor,134.13333,35.35,NA,Fen,Asia,Japan,Asia,27,-32,19728.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/aetg-rg52
15633,ARREPENT,10302,Arrepentimientos,-70.924,19.028,NA,Small Hollow,Latin America,Dominican Republic,Latin America,39,-59,5923,10,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/vr5d-4130
1564,KYLENLK,1526,Kylen Lake,-91.8,47.35,NA,Lacustrine,North America,United States,North America,38,9269.5,18701.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n38w6r
15646,BLUFFCA,10309,Bluff Lake,-122.5609,41.34563,NA,Natural Lake,North America,United States,North America,32,908,14881,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/e0q4-t414
15649,IKENOKOC,10310,Ikenokochi Moor,136.13005,35.65349,NA,Mire,Asia,Japan,Asia,41,-37,13177.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/paxn-mh26
15667,BUCKBOG,10319,Buckbean Bog,-119.6835,49.1188,NA,Bog,North America,Canada,North America,127,4,11003.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8k2x-tx03
15678,OHNUMA,10324,Ohnuma Moor,134.56667,35.40833,NA,Fen,Asia,Japan,Asia,29,50,19436.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/6enp-3753
1568,LACAWAC,1530,Lacawac,-75.2953,41.37981,NA,Glacial Origin Lake,North America,United States,North America,29,-32,322,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3bx5b
15680,BUNKERCA,10325,Bunker Lake,-120.38753,39.05223,NA,Glacial Scour Lake,North America,United States,North America,25,9,13421,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/rp2w-0753
15682,CANYONMI,2956,Canyon Lake,-87.923,46.83146,NA,Glacial Outburst Flood Lake,North America,United States,North America,67,-9,11503.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/zpe5-s053
1569,LACCOLIN,1531,Lac Colin,-70.3,46.71667,NA,Lacustrine,North America,Canada,North America,45,78,13018,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n37744
15696,CATACLR3,10326,Catahoula Lake (core CLR3),-92.21169,31.44302,NA,Natural Lake,North America,United States,North America,28,-54,4127,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/c6pe-5h03
15709,YABITSU,10338,Yabitsuyachi,140.9,40.61667,NA,Bog,Asia,Japan,Asia,30,344,8558,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8zgx-7708
15713,CRATERBC,10340,Crater Lake,-120.0974,49.191,NA,Natural Lake,North America,Canada,North America,99,-45,12467,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/sn81-zc38
15715,DEADHORS,10341,Dead Horse Lake,-120.78,42.556,NA,Moraine Dammed Lake,North America,United States,North America,25,-52,14697.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/zedd-cm35
15732,GOOSEBAY,10348,Goose Bay Marsh,-75.88531,44.33091,NA,Marsh,North America,United States,North America,65,177,8170.5,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0wvv-hb57
15734,GRASSYCA,10349,Grassy Lake,-120.66752,39.69878,NA,Glacial Scour Lake,North America,United States,North America,25,10,14882,6,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/6pqr-ch60
15738,HARRISSK,10351,Harris Lake,-109.90907,49.66388,NA,Glacial Meltwater Channel Lake,North America,Canada,North America,119,206,10210.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/fcvg-km58
