dataset_id,handle,siteid,sitename,long,lat,altitude,depositionalenvironment,region,country,harmonisation_region,n_sample_counts,age_min,age_max,n_chron_control,age_type,curve_name,postbomb_curve_name,end_of_interest_period,source_of_data,data_publicity,doi
21807,PETITZ6,14046,Lake Petén-Itzá,-89.99202,16.91211,NA,Solution Origin Lake,Latin America,Guatemala,Latin America,113,27,19903,25,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/dmvc-9j61
21828,CAIMITO,14057,Laguna El Caimito,-77.69057,2.44511,NA,Natural Lake,Latin America,Colombia,Latin America,116,74.5,3773,8,Calibrated radiocarbon years BP,mixed_curve20,nh_zone_3,20000,Neotoma,open,10.21233/cdq2-qq32
21830,AT01,14051,Lake AT01,-84.21244,53.27307,NA,Glacial Origin Lake,North America,Canada,North America,47,-59,6276,23,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/34yd-xm12
219,ATO,217,Lac des Atocas,-73.31111,45.54306,NA,Natural Lake,North America,Canada,North America,42,0,12046,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n31w22
21913,PIAGUA,14077,Piagua,-76.78055,2.43268,NA,Fen,Latin America,Colombia,Latin America,20,3310,16850.5,8,Calibrated radiocarbon years BP,mixed_curve20,nh_zone_3,20000,Neotoma,open,10.21233/bqfq-4x49
21926,PPN1,14082,Páramo de Peña Negra 1,-74.10008,5.07352,NA,Fen,Latin America,Colombia,Latin America,69,27,15373.5,5,Calibrated radiocarbon years BP,mixed_curve20,nh_zone_3,20000,Neotoma,open,10.21233/051y-gm08
22087,LAGARTO2,14149,Ría Lagartos-2,-88.07214,21.57944,NA,Mangrove Swamp,Latin America,Mexico,Latin America,61,6,3814,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/58t7-6y73
22244,QV2,14225,Quidi Vidi Lake,-52.7,47.57757,NA,Glacial Origin Lake,North America,Canada,North America,30,7,354,20,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qhkq-9149
22316,UDOLI,14264,Anenské údolí,16.1175,50.58861,NA,Bog,Europe,Czech Republic,Europe,26,-49,8924.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/33pr-sh52
22322,TEPLUDOL,14266,Teplické údolí,16.13167,50.585,NA,Bog,Europe,Czech Republic,Europe,54,-50,8369.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/mbbn-ff92
22330,DIDA-C,14267,Didachara,42.49694,41.68389,NA,Fen,Asia,Georgia,Asia,79,624.5,9604.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hyt5-1v77
22344,SA9B,14273,Hůrecká slať,13.32283,49.15026,NA,Raised Bog,Europe,Czech Republic,Europe,105,1173,12405.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qphx-cn83
22348,SA16C,14275,Mrtvý luh,13.86681,48.86059,NA,Raised Bog,Europe,Czech Republic,Europe,136,-49,6370,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/9ekg-p878
22367,POPRADSK,14286,Popradské  pleso,20.078,49.15199,NA,Moraine Dammed Lake,Europe,Slovakia,Europe,84,-13,11254.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8pbq-v525
22373,STRBSKEA,14289,Štrbské pleso,20.05556,49.11999,NA,Moraine Dammed Lake,Europe,Slovakia,Europe,39,482,4809,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/nqb2-na71
22400,ECHOCO,14310,Echo Lake,-105.60599,39.65656,NA,Moraine Dammed Lake,North America,United States,North America,40,15.5,18888.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/hnsc-1p36
22407,BREITEN,14314,Breitenbush Lake,-121.78506,44.76171,NA,Glacial Origin Lake,North America,United States,North America,92,286,14172.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/ha3q-ts93
225,BALLIN,223,Ballinloghig Lake,-10.30833,52.2,NA,Blanket Bog,Europe,Ireland,Europe,39,1472,12125.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n30684
22623,WOLB,14454,Wolbrom,19.76667,50.38333,NA,Raised Bog,Europe,Poland,Europe,62,9128.5,14551,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gdbt-zp90
22626,BANYOLES,14456,Lake Banyoles,2.75184,42.12908,NA,Natural Lake,Europe,Spain,Europe,48,5501,19905,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/p6fy-5g06
22636,JH05,14461,Lake Hancza,22.81667,54.26667,NA,Lacustrine,Europe,Poland,Europe,136,4234,12785.5,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gjbn-9951
22638,N-SAL,14462,Laguna Salada Chiprana,-0.16667,41.23333,NA,Lacustrine,Europe,Spain,Europe,35,-4,6883.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/wc9m-v912
2265,ROBIN,2189,Lac à Robin,-65.26694,48.05194,NA,Natural Lake,North America,Canada,North America,29,507.5,12795,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n38h3t
22650,DOLINA,14468,Zlatnická Dolina,19.28333,49.51667,NA,Soligenous Mire,Europe,Slovakia,Europe,71,-18,8465,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/enk7-n978
22656,BOBROV,14471,Bobrov,19.55637,49.44642,NA,Soligenous Mire,Europe,Slovakia,Europe,46,6,12212,14,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/378b-6586
22658,WHN,14472,Waschhorn,8.7375,53.61498,NA,Mire,Europe,Germany,Europe,47,-1,6934,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gmht-f823
22660,LAINAIR,14473,Lai Nair Schuls-Tarasp,10.27778,46.77611,NA,Mire,Europe,Switzerland,Europe,67,117.5,10047,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/4zaw-zb28
22662,MONDOVI,14474,Rifugio Mondovi,7.72972,44.18822,NA,Bog,Europe,Italy,Europe,30,750,11564.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/v7ky-p784
22669,WA3ROH,14478,Altes Moor,8.86542,53.43465,NA,Mire,Europe,Germany,Europe,104,11,8750,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/2ks0-7d19
2267,ROCHMOUT,2191,Lac des Roches Moutonnées,-64.81667,56.76667,NA,Lacustrine,North America,Canada,North America,32,396,5546.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3108c
22672,BIECAI,14480,Torbiera del Biecai,7.71574,44.18525,NA,Bog,Europe,Italy,Europe,27,1002.5,11141,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0kqz-j553
22674,MIK2_N,14475,Lake Mikolajki,21.60414,53.77171,NA,Glacial Origin Lake,Europe,Poland,Europe,15,9496,14170,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/t0ea-cd42
22678,LASPARDI,14482,Las Pardillas Lake,-3.04588,42.04363,NA,Lacustrine,Europe,Spain,Europe,72,186,11067.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6w4z-z869
22683,ORGIALS,14485,Laghi dell'Orgials,7.13333,44.23333,NA,Bog,Europe,Italy,Europe,44,87.5,18667.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/1mc2-sy03
22687,LANGEFEN,14487,Langes Fenn Kemnitzerheide,12.91361,52.31361,NA,Fen,Europe,Germany,Europe,98,-39,14018,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/bax7-sx63
22689,SCHWANEN,14488,Schwanengrabenrinne,13.05639,52.52444,NA,Bog,Europe,Germany,Europe,141,547,15336.5,14,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/rybb-mp20
2270,ROGERSLK,2194,Rogers Lake,-72.3027,41.3491,NA,Lacustrine,North America,United States,North America,90,111.5,17685.5,32,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3bn0p
22706,LAX,14497,Loch Laxford,-5.09628,58.3468,NA,Blanket Bog,Europe,United Kingdom,Europe,35,118,1303.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gfg1-ee16
22709,CLEAT,14498,Loch Cleat,-6.27778,57.6225,NA,Open-water Transition Mire,Europe,United Kingdom,Europe,53,996.5,11671.5,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/5hsv-fx24
22711,CLAIR,14499,Loch Clair,-5.34361,57.55889,NA,Natural Lake (Origin Unknown),Europe,United Kingdom,Europe,74,376.5,11405.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/00kz-c576
22718,MAJ,14503,Velký Máj,17.22029,50.04739,NA,Bog,Europe,Czech Republic,Europe,15,128.5,2041.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n0v4-yj40
22720,SCHOEPF,14504,Schöpfenwaldmoor,7.84778,46.74361,NA,Bog,Europe,Switzerland,Europe,54,-48,1426,33,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/m8cg-s095
22723,ASHIK,14506,Loch Ashik,-5.83333,57.25,NA,Open-water Transition Mire,Europe,United Kingdom,Europe,44,537.5,12260,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/72t1-ep33
22730,LANZBOG,14512,Lanzahíta,-4.93679,40.22331,NA,Bog,Europe,Spain,Europe,51,143,2543,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/576f-8911
22732,VILLA,14513,Lac de Villa,7.69021,45.68554,NA,Natural Lake,Europe,Italy,Europe,100,439,15567,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/272d-vg02
22751,QUARRY,14516,Straldzha mire,26.77278,42.62562,NA,Mire,Europe,Bulgaria,Europe,23,4880.5,10550,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/mjwh-t327
22757,PLESNEJE,14524,Plešné jezero,13.86258,48.77426,NA,Moraine Dammed Lake,Europe,Czech Republic,Europe,32,79,11054.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/rd1y-0x62
22759,GOSCI187,14526,Lake Gosciaz,19.34039,52.58302,NA,Lacustrine,Europe,Poland,Europe,276,-37,12880,277,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vzkg-4b47
22763,CRH,14282,Černohorské rašeliniště,15.74811,50.65901,NA,Raised Bog,Europe,Czech Republic,Europe,36,-39,2111,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/sd3z-7v27
22773,GAMPERF,14533,Gamperfin,9.38111,47.17139,NA,Bog,Europe,Switzerland,Europe,66,168,11543.5,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/8w6z-7x05
22784,FATE,14539,Lago delle Fate,7.09631,44.24471,NA,Bog,Europe,Italy,Europe,26,5023.5,12599.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gmhy-nn21
22786,ROBII33,14540,Alpi di Robièi Val Bavona,8.51833,46.445,NA,Valley Mire,Europe,Switzerland,Europe,46,204.5,10550,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/p1tb-df93
22788,KMO2,14541,Kleinen Mochowsee,14.19889,51.99639,NA,Lacustrine,Europe,Germany,Europe,59,12,14109,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/99pm-v778
22791,BREITNAU,14542,Breitnau-Neuhof,8.06643,47.92904,NA,Raised Bog,Europe,Germany,Europe,70,-15,12093,15,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xraa-re03
22795,GONDO,14544,Gondo Alpjen,8.11333,46.21167,NA,Valley Mire,Europe,Switzerland,Europe,39,473.5,6480,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/h9zx-zt71
22797,SPITTEL,14545,Simplon/Gampisch-Alter Spittel,8.01139,46.23111,NA,Valley Mire,Europe,Switzerland,Europe,55,169.5,11736,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/h8w0-4796
228,BALSAMMD,226,Balsam Meadow,-119.25586,37.15702,NA,Fen,North America,United States,North America,27,-33,11229,7,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/n34p4p
22801,UCKERSEE,14547,Unter-Ückersee,13.85,53.25,NA,Mire,Europe,Germany,Europe,188,1170.5,13190,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xm08-vp32
22803,PRGNP,14548,Lago Pratignano,10.81698,44.17099,NA,Mire,Europe,Italy,Europe,58,1281,9700.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/e7v0-v862
22807,BELALP1,14550,Alp Lüsga Belalp 1,7.59028,46.23083,NA,Valley Mire,Europe,Switzerland,Europe,27,308,7461.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hbv9-4k46
22812,MOHOS1,14552,Mohos,25.89735,46.12662,NA,Volcanic Origin Lake,Europe,Romania,Europe,191,-60,11377.5,15,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/yy4y-0p72
22814,MOHOS2,14552,Mohos,25.89735,46.12662,NA,Volcanic Origin Lake,Europe,Romania,Europe,122,195,10172.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/qtf9-zf76
22820,LOEDDIG,14556,Löddigsee,11.85,53.43333,NA,Lacustrine,Europe,Germany,Europe,215,39,12689,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/0kw2-2170
22828,PRELUCA,14560,Preluca Tiganului,23.52821,47.80939,NA,Bog,Europe,Romania,Europe,224,68.5,14749,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/g4aa-8505
22835,MSUSZEK,14565,Maly Suszek,17.77116,53.71617,NA,Lacustrine,Europe,Poland,Europe,144,1107,13770.5,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/6kgm-zr91
22842,PILLON,14569,Pillon Gsteig-Diablerets,7.19861,46.35972,NA,Valley Mire,Europe,Switzerland,Europe,51,166,10882.5,10,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/r8zp-ww92
22845,ZPEAT76,14571,Zarnowiec Peat Bog,18.10602,54.72321,NA,Fen,Europe,Poland,Europe,86,1832.5,12458.5,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vkd7-vh44
22847,PUSZDARZ,14572,Darzlubie Forest,18.16208,54.70555,NA,Fen,Europe,Poland,Europe,80,40,11574,14,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/q2tc-z758
22849,LAKERACZ,14573,Lake Racze,14.60637,53.96802,NA,Glacial Origin Lake,Europe,Poland,Europe,89,105.5,11539,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/f70k-ey12
22851,WOLIN2,14574,Wolin II,14.61586,53.85885,NA,Fen,Europe,Poland,Europe,56,1,8238.5,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/pxem-ce07
2286,ROM,2209,Lac Romer,-73.33083,45.96389,NA,Natural Lake,North America,Canada,North America,30,0,9214.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3df20
22862,GEORGENF,14584,Georgenfelder Hochmoor,13.74448,50.72794,NA,Bog,Europe,Czech Republic,Europe,31,227,2983,9,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/b2sa-vs04
22890,LINDEN,14602,Linden,7.68611,46.85083,NA,Raised Bog,Europe,Switzerland,Europe,91,641,9523,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/h657-1t24
22894,STEREGOI,14604,Steregoiu,23.53957,47.80747,NA,Mire,Europe,Romania,Europe,256,-54,15356.5,17,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/2sa7-q544
22896,SEMENIC1,14605,Semenic,22.05944,45.18,NA,Mire,Europe,Romania,Europe,71,90,7833.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/me4r-tx16
22908,LAVPICCO,14613,Lago Piccolo di Avigliana,7.38985,45.05242,NA,Lacustrine,Europe,Italy,Europe,379,380.5,16690,16,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/90xr-0g13
22910,CSOGLE,14614,Csögle,17.255,47.21583,NA,Bog,Europe,Hungary,Europe,52,642,8125.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/f0a8-d318
2292,ROSSPOND,2214,Ross Pond,-69.41028,43.92139,NA,Glacial Scour Lake,North America,NA,North America,74,-17,13779.5,7,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n31t10
22923,VARNA3,2985,Lake Varna,27.76434,43.1809,NA,Tectonic Origin Lake,Europe,Bulgaria,Europe,29,8,7900.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/enr7-wa61
22938,ZALAVAR,14628,Zalavár,17.155,46.78528,NA,Bog,Europe,Hungary,Europe,63,1156,11609,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/tt6f-9c78
22942,WOR82_N,14630,Woryty,20.20581,53.75192,NA,Glacial Origin Lake,Europe,Poland,Europe,83,302,13666.5,13,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/h3bs-6188
22944,WOR80_N,14630,Woryty,20.20581,53.75192,NA,Glacial Origin Lake,Europe,Poland,Europe,74,268,7942.5,7,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/77r6-x076
22948,LEONORA,14632,Leonora Curtin,-106.11145,35.56468,NA,Pond,North America,United States,North America,12,-67,512,5,Calibrated radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/2gpe-6009
22955,TLSTAHOR,14635,Tlstá hora,17.88861,48.89417,NA,Soligenous Mire,Europe,Slovakia,Europe,50,-37,4571.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/tgd4-nk81
22958,RAPERSH1,14637,Rappershausen im Grabfeld,10.38791,50.38469,NA,Palustrine,Europe,Germany,Europe,57,1082,14502.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gg9f-z030
22960,SAEGIST,14638,Sägistalsee,7.97638,46.6798,NA,Natural Lake,Europe,Switzerland,Europe,182,-42,9091,13,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vjdb-ec95
22962,WACHS,14639,Wachseldorn Untermoos,7.735,46.82194,NA,Raised Bog,Europe,Switzerland,Europe,44,8835.5,14923,27,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/wvsb-6130
22964,WACHSOE,14639,Wachseldorn Untermoos,7.735,46.82194,NA,Raised Bog,Europe,Switzerland,Europe,19,10769,11978,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jxea-ce51
22966,WUNT,14639,Wachseldorn Untermoos,7.735,46.82194,NA,Raised Bog,Europe,Switzerland,Europe,73,-58,14645.5,22,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/m3rj-t898
2297,RS29,2219,Lake RS29,-95.28333,73.13333,NA,Glacial Origin Lake,North America,Canada,North America,17,106,10999,8,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n30472
22976,AC4HOLO,14644,Lago dell'Accesa,10.89211,42.98735,NA,Lacustrine,Europe,Italy,Europe,130,506.5,10111,21,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/hga1-m504
22978,AC4LATE,14644,Lago dell'Accesa,10.89211,42.98735,NA,Lacustrine,Europe,Italy,Europe,110,9155,16623.5,21,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/xata-t387
22988,BACHALP,14649,Bachalpsee,8.01819,46.66807,NA,Glacial Origin Lake,Europe,Switzerland,Europe,118,-39,10381.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/dsrz-5k22
23004,MIROSHY,14662,Miroshy,28.01373,51.19139,NA,Bog,Europe,Ukraine,Europe,22,167,9056.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gmp0-vr07
23008,STON2,14664,Stoyanov 2,24.63324,50.3413,NA,Bog,Europe,Ukraine,Europe,29,420,8382,8,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/j0sm-9z75
23021,TSHM-2,14673,Tchumina peat bog,24.83333,42.83333,NA,Bog,Europe,Bulgaria,Europe,34,52,4744,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/yttx-6x24
2318,RYERSE,2239,Ryerse Lake,-85.17917,46.13194,NA,Lacustrine,North America,United States,North America,29,479,10146,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n38j35
2327,SALILC3,2248,Lagoa Campestre de Salitre,-46.76667,-19,NA,Mire,Latin America,Brazil,Latin America,20,2392,19947.5,14,Radiocarbon years BP,SHCal20,sh_zone_1_2,20000,Neotoma,open,10.21233/n33r1x
2332,SAM,2253,Lac à Sam,-72.97889,46.65417,NA,Natural Lake,North America,Canada,North America,53,357,11454.5,7,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n30q1n
234,BARRETT,231,Barrett Lake,-119.00833,37.59583,NA,Glacial Scour Lake,North America,United States,North America,37,-2,14604,6,Radiocarbon years BP,intcal20,nh_zone_2,20000,Neotoma,open,10.21233/n36q51
2355,SEIDEL01,2274,Seidel,-87.51556,44.45,NA,Glacial Origin Lake,North America,United States,North America,23,9160.5,14689.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3595k
237,BASINPND,234,Basin Pond,-70.05,44.47,NA,Glacial Scour Lake,North America,United States,North America,56,15,1605,56,Varve years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n37g7p
2377,SHAWSBOG,2295,Shaws Bog,-64.18333,45.01667,NA,Mire,North America,Canada,North America,39,0,10495.5,5,Radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n39w96
2378,SHE,2296,Mont Shefford,-72.58472,45.35889,NA,Swamp,North America,Canada,North America,54,64,14254,11,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3637k
238,BASTIEN,235,Lac Bastien,-78.91667,46.4,NA,Glacial Scour Lake,North America,Canada,North America,67,1752.5,10770.5,6,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n33p4c
239,BATLGRND,236,Battle Ground Lake,-122.49167,45.8,NA,Volcanic Origin Lake,North America,United States,North America,56,3.5,19052,12,Calendar years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/n3002s
24032,KUPENA3,3212,Kupena,24.33333,41.98333,NA,Mire,Europe,Bulgaria,Europe,20,-32,12476.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/vj9n-bt57
24042,WINDBRUC,15683,Windbruch,12.54137,49.60793,NA,Fen,Europe,Germany,Europe,65,115,8203.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/jrvd-m892
24050,GAENSEMO,15687,Gänsemoos Schwarzenburg,7.35639,46.83472,NA,Raised Bog,Europe,Switzerland,Europe,44,4359.5,12522,12,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/7qsa-xf22
24053,RINDERP,15689,Rinderplatz,11.48973,46.64372,NA,Raised Bog,Europe,Italy,Europe,118,130,13733.5,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/61k6-c182
24055,DURA,15690,Dura-Moor,11.45624,46.63707,NA,Valley Mire,Europe,Italy,Europe,101,130.5,12125.5,7,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/fw4s-2605
24061,MALSCH,15693,Malschötscher Hotter,11.45833,46.66611,NA,Raised Bog,Europe,Italy,Europe,55,207,11504.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/v3yx-9c11
24078,JELENILO,15700,Jelení louže,14.27529,50.89148,NA,Bog,Europe,Germany,Europe,38,-54,6562,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/zqez-kr13
24080,DOSSACC,15698,Dossaccio Bormio,10.33554,46.46957,NA,Raised Bog,Europe,Italy,Europe,77,347,10244.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/gsax-vn12
24084,SVARCENB,3174,Švarcenberk,14.69996,49.14062,NA,Thermokarst Lake,Europe,Czech Republic,Europe,127,5082.5,14739,5,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/1m09-f532
24091,SOMMERS,15701,Sommersüss,11.67907,46.75939,NA,Mire,Europe,Italy,Europe,102,223.5,15698.5,6,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/5wwk-v219
24094,AVG0702,15702,Lago Grande di Avigliana,7.38727,45.06597,NA,Lacustrine,Europe,Italy,Europe,38,-48,48,15,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/cd0e-0190
24106,MALIQS1,15709,Lake Maliq,20.78333,40.76667,NA,Lacustrine,Europe,Albania,Europe,141,1601.5,15343.5,14,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/y42f-6218
24110,MABO,15711,Mabo Moss,16.05602,58.02114,NA,Raised Bog,Europe,Sweden,Europe,126,409,12789,17,Calibrated radiocarbon years BP,intcal20,nh_zone_1,20000,Neotoma,open,10.21233/sq7c-9a90
