taxon_name,level_1
abies,NA
abrus,NA
acacia,NA
acacia_albizia,NA
acacia_ehrenbergiana_type,NA
acacia_gerrardii,NA
acacia_group_i,NA
acacia_group_iii,NA
acacia_kamerunensis_type,NA
acacia_type,NA
acacia_type_i,NA
acacia_type_iii,NA
acacia_type_type_ii,NA
acacia_type_type_iii,NA
acanthaceae_undiff,NA
acanthophoenix_rubra,NA
acer,NA
acridocarpus,NA
adansonia,NA
adansonia_digitata,NA
adenia,NA
adenia_type,NA
adenium,NA
adenorandia_type_a_kalbreyeri,NA
adina,NA
aeschynomene,NA
aeschynomene_afraspera_type,NA
aeschynomene_baumii_type,NA
aeschynomene_type,NA
aeschynomene_type_a_baumii,NA
aeschynomene_type_baumii,NA
aeschynomene_type_elaphroxylon,NA
afraegle,NA
afraegle_paniculata,NA
afraegle_type_a_paniculata,NA
afzelia,NA
afzelia_africana_type,NA
afzelia_cf_a_africana,NA
aidia,NA
aidia_micrantha_type,NA
aidia_type,NA
aidia_type_a_micrantha,NA
aidia_type_micrantha,NA
alangium,NA
alangium_chinense,NA
albizia,NA
albizia_type,NA
alchornea,NA
alchornea_type,NA
allophylus,NA
allophylus_abyssinicus_type,NA
allophylus_africanus,NA
allophylus_protea,NA
allophylus_protea_faurea,NA
allophylus_type,NA
alnus,NA
alnus_glutinosa,NA
aloe,NA
aloe_type,NA
alstonia,NA
alstonia_boonei,NA
alstonia_type,NA
alstonia_type_a_boonei,NA
amanoa_type,NA
anacardiaceae,NA
anacardiaceae_undiff,NA
anacardium,NA
andrachne,NA
aningeria_type,NA
anisotes,NA
anisotes_type,NA
annonaceae,NA
annonaceae_undiff,NA
anogeissus,NA
anogeissus_type_a_leiocarpa,NA
anopyxis,NA
anopyxis_klaineana,NA
anopyxis_type,NA
anopyxis_type_klaineana,NA
anthocleista,NA
anthonotha_type,NA
anthostema,NA
anthostema_senegalense,NA
anthostema_type,NA
antiaris_type,NA
antiaris_type_a_toxicaria,NA
antidesma,NA
antidesma_type,NA
antidesma_type_a_venosum,NA
antidesma_venosum,NA
antrocaryon,NA
antrocaryon_type,NA
aphloia_theiformis,NA
aphloia_type_theiformis,NA
apodytes,NA
apodytes_dimidiata,NA
aporrhiza,NA
aporrhiza_type,NA
arbutus,NA
arbutus_unedo,NA
ardisia,NA
arecaceae,NA
arecaceae_mauritius_type_132b_de_boer,NA
arecaceae_type_mauritius_type_127_de_boer,NA
arecaceae_type_mauritius_type_137_de_boer,NA
arecaceae_type_mauritius_type_139_de_boer,NA
arecaceae_type_tetrad_mauritius_type_2_de_boer,NA
arecaceae_undiff,NA
argania_spinosa,NA
argyrella_type_canescens,NA
arthrocaulon_type,NA
ascarina,NA
astropanax_abyssinicus,NA
astropanax_barteri,NA
astropanax_goetzenii_type,NA
astropanax_mannii_type,NA
astropanax_myrianthus,NA
avicennia,NA
azima_tetracantha,NA
baikiaea,NA
bakerella,NA
bakerella_socratina_type,NA
balanites,NA
balanites_aegyptiaca_type,NA
balanites_rotudinfolia_type,NA
baphia_type,NA
baphiopsis_parviflora,NA
baphiopsis_type_parviflora,NA
barbeya_oleoides,NA
barbeyaceae,NA
barleria,NA
barringtonia,NA
bauhinia,NA
berberis,NA
berlinia,NA
berlinia_type,NA
bersama,NA
bersama_abyssinica,NA
bersama_abyssinica_type,NA
bertiera,NA
bertiera_type,NA
betula,NA
bignoniaceae,NA
bismarckia_nobilis,NA
blepharis,NA
blepharis_type,NA
blighia,NA
blighia_type,NA
blighia_type_b_unijugata,NA
blighia_type_unijugata,NA
blighia_unijugata_type,NA
bombax,NA
bombax_buonopozense_type,NA
bombax_costatum_type,NA
borassus,NA
borassus_hyphaene,NA
borassus_type,NA
borassus_type_aethiopum,NA
borassus_type_b_aethiopum,NA
boscia_cadaba,NA
boscia_type,NA
boscia_type_angustifolia,NA
boscia_type_salicifolia,NA
bosqueia,NA
bosqueia_phoberos,NA
boswellia,NA
botryospermum,NA
brachylaena,NA
brachystegia,NA
bridelia,NA
bridelia_ferruginea_type,NA
bridelia_micrantha,NA
bridelia_micrantha_type,NA
bridelia_scleroneura_type,NA
bridelia_type,NA
bridelia_type_b_scleroneura,NA
bridelia_type_scleroneura,NA
brucea,NA
brucea_antidysenterica,NA
bruguiera,NA
bruniaceae,NA
buddleja,NA
burkea,NA
burkea_africana,NA
burseraceae,NA
butyrospermum,NA
buxus,NA
buxus_hildebrandtii_type,NA
buxus_madagascarica,NA
buxus_madagascarica_type,NA
cadaba,NA
cadaba_type,NA
caesalpinia_haematoxylum,NA
caesalpinia_type,NA
caesalpinioideae,NA
caesalpinioideae_undiff,NA
calligonum,NA
calligonum_polygonoides,NA
calluna,NA
calpocalyx_type,NA
calpocalyx_type_c_letestui,NA
calpocalyx_type_klainei,NA
calpocalyx_type_letestui,NA
calycobolus,NA
camellia_sinensis_type,NA
campylospermum,NA
campylospermum_densiflorum,NA
canarium,NA
canarium_type,NA
canthium,NA
canthium_gueinzii_type,NA
canthium_schimperianum,NA
canthium_schimperianum_type,NA
canthium_type,NA
capparaceae,NA
capparaceae_undiff,NA
capparis,NA
capparis_erythrocarpos,NA
capparis_fascicularis_type,NA
capparis_tomentosa,NA
capparis_tomentosa_type,NA
carapa,NA
carapa_ekebergia,NA
carapa_type_c_grandiflora,NA
carapa_type_c_procera,NA
carissa,NA
carissa_spinarum_type,NA
casearia,NA
cassia,NA
cassia_mimosoides_type,NA
cassia_type,NA
cassia_type_c_italica,NA
cassia_type_c_mimosoides,NA
cassine,NA
cassine_orientalis,NA
cassine_type,NA
cassipourea,NA
casuarina_type,NA
catha_type,NA
catha_type_c_edulis,NA
catunaregam_type,NA
caucanthus_type,NA
cayratia_type,NA
cedrus,NA
cedrus_atlantica,NA
cedrus_cf_c_atlantica,NA
ceiba,NA
ceiba_pentandra,NA
celastraceae,NA
celastraceae_undiff,NA
celtis,NA
celtis_africana_type,NA
celtis_holoptelea_tetraporate,NA
celtis_hymenocardia,NA
celtis_toka,NA
cf_adenocarpus,NA
cf_aeonium,NA
cf_albizia,NA
cf_balanites,NA
cf_boscia,NA
cf_cadaba,NA
cf_capparis,NA
cf_casuarina_equisetifolia,NA
cf_dialium,NA
cf_flacourtia,NA
cf_leonardoxa,NA
cf_rhizophora,NA
cf_scolopia,NA
