taxon_name,level_1
abatia,NA
abies,NA
acacia,NA
acacia_inga,NA
acacia_type,NA
acanthaceae_undiff,NA
acer,NA
acnistus,NA
actinostemon,NA
actinostemon_concolor,NA
adelobotrys,NA
adelobotrys_type,NA
adenopeltis,NA
adesmia,NA
adiscanthus,NA
aechmea,NA
aegiphila,NA
aegiphila_type,NA
aeschynomene,NA
aetanthus,NA
aextoxicon_punctatum,NA
aff_astronium,NA
aff_casuarina,NA
aff_colubrina,NA
aff_dalechampia,NA
aff_fissicalyx,NA
aff_gaylussacia,NA
aff_malvaceae,NA
aff_melanoxylon,NA
aff_posoqueria,NA
aff_trichilia,NA
aff_triumfetta,NA
agarista,NA
agavoideae,NA
alchornea,NA
alchornea_conceveibum,NA
alchornea_latifolia,NA
alchornea_type,NA
alchornea_type_1,NA
alchornea_type_2,NA
alchornea_type_3,NA
alchornea_type_4,NA
alchornea_type_a,NA
alchorneopsis,NA
alchorneopsis_floribunda,NA
aldina,NA
alibertia,NA
alibertia_amaioua,NA
alibertia_type,NA
allophylus,NA
allophylus_type,NA
alnus,NA
alnus_acuminata,NA
alnus_glutinosa,NA
aloysia,NA
alseis,NA
amaioua,NA
amanoa,NA
amyris,NA
anacardiaceae,NA
anacardiaceae_20_mu_m,NA
anacardiaceae_cf_loxopterygium,NA
anacardiaceae_cf_schinus,NA
anacardiaceae_cf_spondias,NA
anacardiaceae_type_16,NA
anacardiaceae_type_19,NA
anacardiaceae_type_20,NA
anacardiaceae_type_25,NA
anacardiaceae_type_30,NA
anacardiaceae_type_35,NA
anacardiaceae_type_i,NA
anacardiaceae_type_ii,NA
anacardiaceae_type_iii,NA
anacardiaceae_undiff,NA
anacardium,NA
anacardium_type,NA
anadenanthera,NA
anadenanthera_polyad_type_16,NA
anadenanthera_polyad_type_8,NA
andira,NA
andira_type,NA
anemopaegma,NA
annona,NA
annona_sp,NA
annona_type,NA
annona_type_a,NA
annona_type_b,NA
annonaceae,NA
annonaceae_cf_annona,NA
annonaceae_undiff,NA
anthodiscus,NA
anthodon,NA
antidaphne,NA
antidaphne_type,NA
antirhea,NA
apeiba,NA
apeiba_tibourbou,NA
apeiba_type,NA
apoplanesia,NA
apuleia,NA
apuleia_leiocarpa,NA
apuleia_type,NA
aquifoliaceae_undiff,NA
araliaceae_cf_didymopanax,NA
araliaceae_cf_oreopanax,NA
araucaria,NA
araucaria_angustifolia,NA
arcytophyllum,NA
ardisia,NA
arecaceae,NA
arecaceae_bromeliaceae,NA
arecaceae_cf_desmoncus,NA
arecaceae_cf_euterpe,NA
arecaceae_cf_geonoma,NA
arecaceae_cf_oenocarpus,NA
arecaceae_cf_phytelephas,NA
arecaceae_echinate,NA
arecaceae_monocolpate,NA
arecaceae_pro_parte,NA
arecaceae_reticulate,NA
arecaceae_tricolpate,NA
