taxon_name,level_1
acacia,NA
acmena,NA
acronychia,NA
acronychia_comp,NA
aegiceras,NA
agastachys,NA
agastachys_odorata,NA
agathis,NA
agathis_australis,NA
aglaia_type,NA
albizia,NA
aleurites,NA
allocasuarina,NA
alphitonia,NA
amperea,NA
amperea_xiphoclada,NA
amyema,NA
anacardiaceae,NA
angophora_corymbia,NA
angophora_type,NA
annonaceae,NA
anodopetalum,NA
anopterus,NA
anopterus_glandulosus,NA
antidesma,NA
antirhea,NA
aphananthe,NA
araucaria,NA
araucariaceae,NA
ardisia,NA
arecaceae,NA
arecaceae_incertae_sedis,NA
arecaceae_undiff,NA
arenga,NA
aristotelia,NA
arytera,NA
ascarina,NA
ascarina_lucida,NA
atherosperma,NA
atherosperma_moschatum,NA
athrotaxis_diselma,NA
austrobuxus,NA
avicennia,NA
baccaurea,NA
baeckea,NA
baeckea_tristania,NA
balanops,NA
banksia,NA
banksia_marginata,NA
barringtonia,NA
batis,NA
bauera,NA
bauera_rubioides,NA
bauera_type,NA
bauhinia_type,NA
bellendena_montana,NA
beyeria,NA
bignoniaceae_verbenaceae,NA
billardiera,NA
bischofia,NA
bombax,NA
boronia,NA
bossiaea,NA
brachychiton,NA
bridelia,NA
bruguiera,NA
bruguiera_exaristata_type,NA
buchanania,NA
buchanania_type,NA
buddleja,NA
bursaria,NA
caesalpinioideae,NA
calamus,NA
callistemon,NA
callitris,NA
calocedrus,NA
calophyllum,NA
calycosia,NA
calytrix,NA
canthium,NA
capparaceae_fabaceae,NA
capparis,NA
carpodetus_serratus,NA
castanopsis,NA
castanopsis_lithocarpus,NA
casuarina,NA
casuarina_type_b,NA
casuarina_undiff,NA
casuarinaceae,NA
ceiba_pentandra_cochlospermum,NA
celtis,NA
celtis_type,NA
cenarrhenes_nitida,NA
cerberiopsis,NA
ceriops,NA
cf_amperea,NA
cf_canthium,NA
cf_celtis,NA
cf_fuchsia,NA
cf_homalium,NA
cf_melochia,NA
cf_pandanus,NA
cf_pemphis,NA
cf_psychotria,NA
cf_psydrax,NA
cf_quintinia,NA
cf_rubiaceae,NA
cf_rubus,NA
cf_streblus,NA
cissus,NA
claoxylon,NA
cleidion,NA
cleistocalyx,NA
cocos,NA
codia,NA
combretaceae,NA
combretaceae_melastomataceae,NA
commersonia,NA
coniferae,NA
coprosma,NA
coprosma_pomax,NA
cordyline,NA
coriaria,NA
correa,NA
corymbia,NA
corymbia_terminalis,NA
croton,NA
cunoniaceae,NA
cunoniaceae_dicolpate,NA
cunoniaceae_elaeocarpaceae,NA
cunoniaceae_tricolpate,NA
cupaniopsis,NA
cupressaceae,NA
cyclophyllum,NA
cyclophyllum_barbatum,NA
cynometra_type,NA
dacrycarpus,NA
dacrycarpus_dacrydioides,NA
dacrycarpus_trisaccate,NA
dacrydium,NA
dacrydium_cupressinum,NA
daviesia,NA
daviesia_type,NA
decaspermum,NA
didymotheca,NA
dillenia,NA
dilleniaceae,NA
discaria,NA
discaria_toumatou,NA
dodonaea,NA
dodonaea_type,NA
dodonaea_viscosa,NA
dodonaea_viscosa_type,NA
dolicholobium,NA
dracophyllum,NA
drapetes,NA
drimys,NA
dysoxylum,NA
elaeocarpaceae,NA
elaeocarpus,NA
elattostachys,NA
embelia,NA
endospermum,NA
engelhardia,NA
epacrideae,NA
epacrideae_undiff,NA
epacris,NA
epacris_serpyllifolia,NA
eremophila,NA
ericaceae,NA
ericaceae_type_2,NA
ericaceae_undiff,NA
eriostemon,NA
erythrina_variegata,NA
eucalyptus,NA
eucryphia,NA
eugenia_simmondsiae,NA
euodia,NA
evodiella,NA
excoecaria,NA
excoecaria_type,NA
exocarpos,NA
exocarpos_type,NA
fagraea,NA
ficus,NA
flindersia,NA
freycinetia,NA
freycinetia_sp,NA
fuscospora,NA
garcinia,NA
gardenia,NA
gaultheria_type,NA
geniostoma,NA
glochidion,NA
grevillea,NA
grevillea_type,NA
griselinia,NA
guioa,NA
gymnostoma,NA
gynatrix,NA
gyrostemon,NA
gyrostemonaceae,NA
hakea,NA
halocarpus,NA
hardenbergia,NA
helicteres,NA
heritiera,NA
heritiera_type,NA
hernandia,NA
hernandiaceae,NA
hibbertia,NA
hoheria_angustifolia,NA
hoheria_lyallii_type,NA
homalanthus,NA
homalanthus_cf_h_stokesii,NA
homalium,NA
hovea,NA
hovea_bossiaea,NA
ilex,NA
ixora,NA
juglandaceae,NA
kleinhovia_hospita,NA
knightia,NA
kunzea,NA
kunzea_leptospermum,NA
lagarostrobos,NA
lagarostrobos_franklinii,NA
lauraceae,NA
laurelia,NA
leea,NA
lepidothamnus,NA
leptospermum,NA
leptospermum_baeckea,NA
leptospermum_type,NA
leucopogon,NA
leucopogon_suaveolens,NA
libocedrus,NA
litsea,NA
lomatia,NA
loranthaceae,NA
lumnitzera,NA
lumnitzera_type,NA
macaranga,NA
macaranga_mallotus,NA
maesa,NA
mallotus,NA
mallotus_type,NA
medinilla_comp,NA
melaleuca,NA
melanolepis,NA
melastoma,NA
melastomataceae,NA
melia,NA
meliaceae,NA
meliaceae_type,NA
melicope,NA
meliosma,NA
melochia,NA
metrosideros,NA
metroxylon_sagu,NA
metroxylon_vitiense,NA
micrantheum,NA
microcachrys,NA
microcachrys_tetragona,NA
microstrobos,NA
mimosoid_clade,NA
mimusops_type,NA
monotoca,NA
moraceae,NA
morinda,NA
morinda_type,NA
muehlenbeckia,NA
mussaenda,NA
myoporaceae_sensu_stricto,NA
myoporum,NA
myoporum_rapense,NA
myristica,NA
myrsine,NA
myrtaceae,NA
myrtaceae_cf_baeckea,NA
myrtaceae_type_1,NA
myrtaceae_type_12,NA
myrtaceae_type_14,NA
myrtaceae_type_17,NA
myrtaceae_type_2,NA
myrtaceae_type_3,NA
myrtaceae_type_4,NA
myrtaceae_type_b,NA
myrtaceae_undiff,NA
nauclea,NA
neomyrtus,NA
neomyrtus_type,NA
neonauclea,NA
neonauclea_comp,NA
nestegis,NA
neuburgia,NA
nothofagus,NA
nothofagus_cunninghamii,NA
nothofagus_gunnii,NA
nothofagus_menziesii,NA
nothofagus_subgen_brassospora,NA
nothofagus_subgen_lophozonia,NA
nothofagus_undiff,NA
octomeles_sumatrana,NA
olea,NA
olea_paniculata,NA
olea_type,NA
olearia,NA
olearia_colensoi,NA
olearia_type,NA
ophiorrhiza,NA
opilia,NA
opuntia,NA
orites,NA
oxylobium,NA
palaquium,NA
pandanus,NA
pandanus_tectorius,NA
pandanus_type_a,NA
pandanus_type_c,NA
papuacedrus,NA
parahebe,NA
parasponia,NA
parinari,NA
parinari_comp,NA
pemphis,NA
pemphis_comp,NA
peraxilla,NA
persoonia,NA
phaleria,NA
phebalium,NA
phebalium_squameum,NA
pherosphaera_hookeriana,NA
phyllocladus,NA
phyllocladus_aspleniifolius,NA
pimelea,NA
pinus,NA
pinus_radiata,NA
piper,NA
piperaceae,NA
pipturus,NA
pisonia,NA
pisonia_comp,NA
pittosporum,NA
planchonella,NA
planchonia,NA
plerandra,NA
plicosepalus,NA
podocarpaceae,NA
podocarpaceae_undiff,NA
podocarpus,NA
podocarpus_lawrencei,NA
podocarpus_totara,NA
polyscias,NA
pomaderris,NA
pomaderris_apetala,NA
pomaderris_apetala_type,NA
pomaderris_elliptica,NA
poranthera,NA
pritchardia,NA
prostanthera,NA
proteaceae,NA
prumnopitys_ferruginea,NA
prumnopitys_taxifolia,NA
prunus,NA
pseudopanax,NA
pseudopanax_anomalus_type,NA
pseudopanax_arboreus,NA
pseudopanax_colensoi_type,NA
pseudopanax_type,NA
pseudowintera,NA
psychotria,NA
quintinia,NA
quintinia_comp,NA
randia,NA
rapanea,NA
rapanea_3_minus_4_colpate,NA
rapanea_cf_r_achradifolia,NA
rhamnaceae,NA
rhamnaceae_undiff,NA
rhizophora,NA
rhizophora_apiculata,NA
rhizophora_mucronata_type,NA
rhizophora_stylosa,NA
rhizophoraceae,NA
rhopalostylis_sapida,NA
rhus,NA
richea,NA
richea_procera_type,NA
richea_type,NA
rosales_cf_moraceae_urticaceae,NA
rubiaceae,NA
rubiaceae_type,NA
rubiaceae_undiff,NA
rubus,NA
rubus_comp,NA
rubus_squarrosus_type,NA
rutaceae,NA
rutaceae_undiff,NA
salicaceae,NA
salix,NA
santalaceae,NA
sapindaceae,NA
sapindaceae_scrophulariaceae,NA
sapindus,NA
sapotaceae,NA
sapotaceae_type,NA
saurauia,NA
scaevola,NA
scaevola_comp,NA
scaevola_taccada,NA
schefflera,NA
schefflera_comp,NA
scyphiphora,NA
scyphiphora_type,NA
senna,NA
sesuvium,NA
sloanea,NA
sonneratia,NA
sonneratia_alba_sonneratia_caseolaris,NA
sonneratia_gulngai,NA
sophora,NA
sophora_tomentosa,NA
soulamea,NA
sphenostemon,NA
spiraeopsis,NA
sprengelia,NA
sprengelia_incarnata,NA
spyridium,NA
sterculia_edelfeltii,NA
sterculioideae_type,NA
streblus,NA
styphelia,NA
symplocos,NA
symplocos_type,NA
syzygium,NA
tapeinosperma,NA
tasmannia,NA
tasmannia_lanceolata,NA
telopea_truncata,NA
terminalia,NA
terminalia_type,NA
tetracarpaea_tasmannica,NA
tetratheca,NA
tetratheca_pilosa,NA
thespesia_type,NA
tilioideae_type,NA
timonius,NA
timonius_type,NA
trema,NA
trema_type,NA
triumfetta,NA
trophis_type,NA
tsuga_canadensis,NA
tupeia_antarctica,NA
turrillia,NA
ulex_europaeus,NA
ulmaceae,NA
uncaria,NA
urticaceae_moraceae,NA
vitaceae,NA
vitex_lucens,NA
weinmannia,NA
winteraceae,NA
xanthomyrtus,NA
xanthostemon,NA
xylocarpus,NA
zanthoxylum,NA
zieria,NA
